team_name,manager_name,league,pressing_intensity_normalized,possession_control_normalized,counter_attack_focus_normalized,long_ball_reliance_normalized,set_piece_dependency_normalized,defensive_line_height_normalized,squad_rotation_rate_normalized,formation_variability_normalized,attack_tempo_normalized,wing_play_emphasis_normalized,build_up_initiation_normalized,dribbling_propensity_normalized,defensive_aggression_normalized,offensive_width_variation_normalized,xg_differential_normalized,positional_attack_distribution_normalized,pressing_success_rate_normalized,substitution_impact_normalized,game_state_adaptability_normalized,opposition_quality_adjustment_normalized,in_game_tactical_shifts_normalized,set_piece_efficiency_normalized,player_development_impact_normalized,risk_taking_index_normalized
Lecce,Marco Giampaolo,Serie A,0.4800000000000004,2.724,-1.291999999999998,-1.7640000000000002,-0.7799999999999994,-0.2679999999999998,1.4640000000000004,1.9760000000000009,1.7400000000000002,0.7160000000000011,1.2280000000000015,-1.0159999999999991,-1.5280000000000005,2.4880000000000004,-1.6833999999999998,-1.6828,-1.5989999999999998,0.0741999999999998,1.2954000000000003,0.4929999999999999,2.6004,2.04,0.8542000000000001,1.9844
AC Milan,Sérgio Conceição,Serie A,-0.9500000000000002,0.8650000000000002,0.7050000000000001,2.2349999999999994,2.075,-1.5549999999999995,-1.1099999999999994,0.2599999999999998,1.025,-1.715,-0.3449999999999997,2.84,1.4699999999999989,1.63,-0.4989999999999999,1.1095000000000002,0.2099999999999998,-2.4279999999999995,-0.526,1.2524999999999995,1.429,-1.3475,0.5770000000000004,-0.406
Monza,Alessandro Nesta,Serie A,0.9299999999999996,-1.6910000000000007,-0.3470000000000013,-1.4490000000000007,-0.1050000000000004,0.1369999999999995,2.273999999999999,2.516,1.965,1.481,1.7230000000000008,-0.6559999999999997,-0.8980000000000015,2.758,-1.4844000000000004,-0.9373000000000004,0.5859999999999999,-0.0228000000000003,0.8413999999999999,1.0954999999999997,-1.2436,0.9574999999999996,0.5121999999999998,-1.8896
Napoli,Antonio Conte,Serie A,0.5499999999999998,1.315,-1.6450000000000005,-0.2150000000000003,1.825,0.2949999999999999,2.59,1.0599999999999996,-0.7250000000000001,2.335,0.8050000000000002,0.04,1.5699999999999994,-0.4700000000000002,-1.839,2.0295,1.1749999999999998,2.692,-0.361,-1.5825000000000002,0.8489999999999998,0.8025000000000001,1.4319999999999995,1.159
Parma,Cristian Chivu,Serie A,0.5899999999999999,1.367,-1.561,-0.1870000000000002,1.885,0.3309999999999999,2.662,1.1079999999999997,-0.7050000000000001,2.403,0.8490000000000002,0.072,1.6259999999999994,-0.4460000000000002,1.6878,0.9001000000000001,1.733,0.0585999999999999,-1.6668,-2.0235000000000003,0.5481999999999998,-0.9325,0.8285999999999998,1.5002
Roma,Claudio Ranieri,Serie A,2.34,-1.3579999999999997,2.1140000000000008,1.0379999999999998,-0.4900000000000002,1.906,0.8120000000000003,-1.7920000000000007,0.1699999999999999,0.3779999999999992,2.774,1.472,-0.9240000000000004,0.6039999999999996,1.4478,-2.2724,2.668,-2.1413999999999995,-1.2068000000000003,1.434,-1.3418000000000003,-1.2400000000000002,-0.4463999999999999,0.5451999999999998
Salernitana,Filippo Inzaghi,Serie A,1.71,2.8230000000000004,0.7910000000000004,0.597,-1.4350000000000005,1.339,-0.322,2.452,-0.145,-0.6930000000000005,2.0810000000000004,0.968,-1.806,0.2259999999999999,-0.7167999999999999,-1.5980999999999996,-1.568,-0.2016,2.0558,-0.5214999999999999,2.9658,0.5274999999999999,-2.4516,-0.7762
Torino,Paolo Vanoli,Serie A,-0.1900000000000004,1.853,2.301,2.7669999999999995,-1.785,-0.8710000000000004,0.2579999999999991,1.1719999999999988,1.4049999999999998,-0.4230000000000018,0.4910000000000005,-1.5519999999999996,2.533999999999999,2.0859999999999994,2.2602,-1.1041000000000003,0.0219999999999999,-1.8526000000000005,1.1287999999999996,2.3585,-1.1912000000000007,-0.5024999999999998,-2.2076,-0.2431999999999999
Udinese,Kosta Runjaić,Serie A,-1.37,0.3189999999999999,-0.1769999999999996,1.941,1.4450000000000005,-1.933,-1.866,-0.2440000000000006,0.815,2.571,-0.8069999999999995,2.5040000000000004,0.8819999999999997,1.3779999999999997,1.9996000000000005,1.2456999999999998,0.306,-2.7248,2.2224,0.5554999999999999,-1.2576,1.3125,-3.0398,-0.0085999999999999
Augsburg,Jess Thorup,Bundesliga,0.1499999999999999,0.7949999999999999,2.515,-0.4950000000000001,1.2249999999999996,-0.0649999999999999,1.87,0.5799999999999996,-0.925,1.6549999999999998,0.3650000000000002,-0.28,1.0099999999999998,-0.7100000000000002,0.188,0.8934999999999997,0.5799999999999998,-1.529,2.352,2.5175,2.442,-0.8975000000000002,-0.134,1.9670000000000003
Bayer Leverkusen,Xabi Alonso,Bundesliga,2.130000000000001,-0.1309999999999984,2.173000000000002,-0.609,1.6950000000000005,1.2170000000000003,-0.565999999999999,-1.0439999999999987,2.5650000000000004,-1.4789999999999992,-1.956999999999999,0.3040000000000011,0.782,-1.5219999999999994,-1.2603999999999995,0.8007000000000003,2.731,1.1052000000000002,-0.8025999999999993,-0.1545,1.7174000000000005,2.7325,2.2952000000000004,0.4214000000000003
Bayern Munich,Vincent Kompany,Bundesliga,-0.04,0.548,2.116,-0.6280000000000001,0.94,-0.236,1.528,0.3519999999999998,-1.02,1.332,0.1560000000000001,-0.4319999999999999,0.7439999999999998,-0.8240000000000001,0.4782000000000002,-1.2506,-2.458,1.5083999999999995,1.4308,2.676,1.3608000000000002,1.89,2.8984000000000005,-0.1711999999999999
Bochum,Peter Zeidler,Bundesliga,-0.5900000000000001,-0.167,0.961,-1.013,0.1149999999999997,-0.7310000000000001,0.5379999999999998,-0.308,-1.295,0.3969999999999998,-0.449,-0.8720000000000001,-0.0260000000000002,-1.154,1.4322,-1.4851,0.5220000000000001,-2.0086,0.9318000000000002,0.6634999999999999,-0.3032000000000001,0.4524999999999998,1.8864,-2.1652
Borussia Dortmund,Niko Kovač,Bundesliga,-0.54,-0.102,1.0659999999999998,-0.978,0.1899999999999999,-0.6859999999999999,0.6280000000000001,-0.248,-1.27,0.4819999999999997,-0.3939999999999999,-0.8320000000000001,0.044,-1.124,0.3282000000000001,-1.5306,1.162,2.4634000000000005,-0.5292000000000001,0.8509999999999999,2.3458,1.55,1.6234000000000002,-1.2012
Borussia Mönchengladbach,Gerardo Seoane,Bundesliga,1.7599999999999998,-0.6120000000000001,1.3960000000000008,-0.8680000000000003,1.1400000000000006,0.8840000000000003,-1.231999999999999,-1.488000000000001,2.38,2.8919999999999995,2.636000000000001,0.008,0.2639999999999993,-1.7440000000000009,1.9192,0.6614000000000002,2.757,0.6704000000000003,1.4797999999999996,-1.809,-0.1452000000000003,-1.4549999999999996,1.9104000000000003,1.4628
Eintracht Frankfurt,Dino Toppmöller,Bundesliga,2.6,0.4800000000000004,-1.84,-0.2800000000000002,2.3999999999999986,1.6400000000000006,0.2800000000000011,-0.4800000000000004,2.8,-0.6799999999999997,-1.4399999999999995,0.6799999999999997,1.4399999999999995,-1.2400000000000002,0.2869999999999997,-0.571,-0.975,2.1290000000000004,-2.5820000000000003,1.6799999999999995,1.4980000000000002,0.5499999999999994,1.4790000000000003,-1.2720000000000002
